response,userId,iteractions
"['amadeus (1984)', 'trainspotting (1996)', 'taxi driver (1976)', 'midnight cowboy (1969)', 'cook, the thief, his wife & her lover, the (1989)', 'full metal jacket (1987)', '400 blows, the (1959)', 'raging bull (1980)', 'goodfellas (1990)', 'color purple, the (1985)']",1428,2
"['pulp fiction (1994)', 'goodfellas (1990)', 'casino (1995)', 'american history x (1998)', 'taxi driver (1976)', ""miller's crossing (1990)"", 'donnie brasco (1997)', 'usual suspects, the (1995)', 'l.a. confidential (1997)', 'big lebowski, the (1998)']",1430,1
"['in & out (1997)', 'american beauty (1999)', 'few good men, a (1992)', 'big (1988)', 'singles (1992)', 'stealing beauty (1996)', 'big daddy (1999)', 'erin brockovich (2000)', 'office space (1999)', 'galaxy quest (1999)']",1432,1
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'speed (1994)', 'face/off (1997)', 'few good men, a (1992)', 'lethal weapon 3 (1992)', 'total recall (1990)', 'true romance (1993)', 'under siege (1992)']",1433,4
"['few good men, a (1992)', 'dumb and dumber (1994)', 'home alone (1990)', 'princess bride, the (1987)', 'mrs. doubtfire (1993)', 'parent trap, the (1998)', 'addams family, the (1991)', '12 angry men (1957)', 'ed (1996)', 'little rascals, the (1994)']",1434,1
"['nightmare on elm street, a (1984)', 'edward scissorhands (1990)', 'christmas story, a (1983)', 'princess bride, the (1987)', 'meet the parents (2000)', 'forces of nature (1999)', 'american beauty (1999)', 'singles (1992)', 'reservoir dogs (1992)', 'pulp fiction (1994)']",1435,4
"['entrapment (1999)', 'next best thing, the (2000)', 'galaxy quest (1999)', 'mission: impossible (1996)', 'mission: impossible 2 (2000)']",1436,5
"['butch cassidy and the sundance kid (1969)', 'bonnie and clyde (1967)', 'hud (1963)', 'from russia with love (1963)', 'guns of navarone, the (1961)', 'midnight express (1978)', 'clockwork orange, a (1971)', 'player, the (1992)', 'rain man (1988)', 'eraserhead (1977)']",1437,0
"['big daddy (1999)', 'road trip (2000)', 'american pie (1999)', ""there's something about mary (1998)"", 'meet the deedles (1998)', 'austin powers: the spy who shagged me (1999)']",1438,5
"['jaws (1975)', 'titanic (1997)', 'gone with the wind (1939)', '12 angry men (1957)', 'roman holiday (1953)', 'casablanca (1942)', 'rear window (1954)', 'to kill a mockingbird (1962)', 'spartacus (1960)', 'rebel without a cause (1955)']",1439,0
"['platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)', 'taxi driver (1976)', 'amadeus (1984)', 'rain man (1988)', 'good will hunting (1997)', ""one flew over the cuckoo's nest (1975)"", 'trainspotting (1996)', 'do the right thing (1989)']",1440,2
"['singles (1992)', 'league of their own, a (1992)', 'river runs through it, a (1992)', 'fisher king, the (1991)', 'hook (1991)', ""city slickers ii: the legend of curly's gold (1994)"", ""what's eating gilbert grape (1993)"", 'i.q. (1994)', 'englishman who went up a hill, but came down a mountain, the (1995)', 'brady bunch movie, the (1995)']",1441,1
"['beauty and the beast (1991)', 'toy story (1995)', 'mulan (1998)', 'tarzan (1999)', 'home alone (1990)', 'little mermaid, the (1989)', 'aladdin (1992)', 'lion king, the (1994)', 'princess bride, the (1987)', 'bambi (1942)']",1442,1
"['jaws (1976)', 'goodfellas (1990)', 'l.a. confidential (1997)', ""hard day's night, a (1964)"", 'taxi driver (1976)', 'grand hotel (1932)', 'reservoir dogs (1992)', 'matrix, the (1999)', 'platoon (1986)', 'good will hunting (1997)']",1443,1
"['do the right thing (1989)', 'goodfellas (1990)', 'casino (1995)', 'taxi driver (1976)', 'american history x (1998)', 'jfk (1991)', 'platoon (1986)', 'requiem for a dream (2000)', ""miller's crossing (1990)"", 'raging bull (1980)']",1445,0
"['jaws (1975)', 'titanic (1997)', 'braveheart (1995)', ""one flew over the cuckoo's nest (1975)"", 'taxi driver (1976)', 'platoon (1986)', 'amadeus (1984)', 'network (1976)', 'godfather: part ii, the (1974)', ""schindler's list (1993)""]",1446,1
"['amadeus (1984)', 'full monty, the (1997)', 'taxi driver (1976)', 'edward scissorhands (1990)', 'dead poets society (1989)', ""one flew over the cuckoo's nest (1975)"", 'requiem for a dream (2000)', 'pulp fiction (1994)', 'fear and loathing in las vegas (1998)', 'ed wood (1994)']",1447,0
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'amistad (1997)', 'siege, the (1998)', ""you've got mail (1998)"", 'american beauty (1999)', 'cider house rules, the (1999)', 'erin brockovich (2000)', 'meet joe black (1998)']",1448,0
"['mary poppins (1964)', 'dick tracy (1990)', 'my fair lady (1964)', 'roman holiday (1953)', 'enchanted april (1992)', 'meet joe black (1998)', ""singin' in the rain (1952)"", 'sabrina (1954)', 'streetcar named desire, a (1951)', 'apartment, the (1960)']",1449,4
"['clueless (1995)', 'dazed and confused (1993)', 'austin powers: international man of mystery (1997)', ""she's all that (1999)"", 'never been kissed (1999)', '10 things i hate about you (1999)', 'dirty work (1998)', 'varsity blues (1999)', 'goonies, the (1985)', ""can't hardly wait (1998)""]",1450,2
"['jaws (1976)', 'titanic (1997)', 'alien (1979)', 'braveheart (1995)', 'die hard (1988)', 'basic instinct (1992)', 'true lies (1994)', 'top gun (1986)', 'platoon (1986)', 'patriot games (1992)']",1451,0
"['amadeus (1984)', 'hamlet (1990)', 'dead poets society (1989)', 'room with a view, a (1985)', 'remains of the day, the (1993)', 'sense and sensibility (1995)', 'little princess, a (1995)', 'hamlet (1964)', 'much ado about nothing (1993)', 'shakespeare in love (1998)']",1455,1
"['do the right thing (1989)', 'goodfellas (1990)', 'heathers (1988)', 'fast times at ridgemont high (1982)', 'fish called wanda, a (1987)', 'blood simple (1984)', 'trading places (1983)', 'princess bride, the (1987)', 'big (1988)', 'american pie (1999)']",1457,1
"['jaws (1975)', 'goodfellas (1990)', 'reservoir dogs (1992)', 'casino (1995)', 'pulp fiction (1994)', 'taxi driver (1976)', 'platoon (1986)', 'good will hunting (1997)', 'matrix, the (1999)', 'se7en (1995)']",1458,0
"['jaws (1975)', 'titanic (1997)', 'taxi driver (1976)', 'silence of the lambs, the (1991)', 'fight club (1999)', 'godfather, the (1972)', 'goodfellas (1990)', ""one flew over the cuckoo's nest (1975)"", 'pulp fiction (1994)', 'reservoir dogs (1992)']",1461,1
"['pulp fiction (1994)', 'reservoir dogs (1992)', 'jackie brown (1997)', 'true romance (1993)', 'long goodbye, the (1974)', 'out of sight (1998)', 'natural born killers (1994)', 'l.a. confidential (1997)']",1462,5
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. story (1991)', 'league of their own, a (1992)', ""what's eating gilbert grape (1993)"", 'singles (1992)', 'sleepless in seattle (1993)', ""city slickers (lead cast: is similar to that of tin cup) - city slickers ii: the legend of curly's gold (1994)"", ""city slickers ii: the legend of curly's gold (1994)"", 'american pie (1999)']",1463,2
"['platoon (1986)', ""schindler's list (1993)"", 'forrest gump (1994)', ""kelly's heroes (1970)"", 'tora! tora! tora! (1970)', 'blade runner (1982)', 'first blood (1982)', 'rambo: first blood part ii (1985)', 'red dawn (1984)', 'jerry maguire (1996)']",1464,0
"['his girl friday (1940)', 'philadelphia story, the (1940)', 'bringing up baby (1938)', 'women, the (1939)', 'big sleep, the (1946)', 'frankenstein meets the wolf man (1943)', 'holiday inn (1942)', ""it's a wonderful life (1946)"", 'flying tigers (1942)', 'thin man, the (1934)']",1465,1
"['demolition man (1993)', 'true lies (1994)', 'predator (1987)', 'robocop (1987)', 'stargate (1994)', 'cliffhanger (1993)', 'total recall (1990)', 'predator 2 (1990)', 'robocop 2 (1990)', 'robocop 3 (1993)']",1466,5
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'amadeus (1984)', 'platoon (1986)', ""miller's crossing (1990)"", 'goodfellas (1990)', 'rain man (1988)', 'english patient, the (1996)', 'apollo 13 (1995)']",1467,1
"['jaws (1975)', 'titanic (1997)', 'patriot games (1992)', 'indiana jones and the last crusade (1989)', 'heat (1995)', 'braveheart (1995)', 'die hard 2 (1990)', 'platoon (1986)', 'goodfellas (1990)', 'casino (1995)']",1468,1
"['fish called wanda, a (1987)', 'philadelphia story, the (1940)', 'his girl friday (1940)', 'roman holiday (1953)', 'bringing up baby (1938)', 'band wagon, the (1953)', 'lady vanishes, the (1938)', 'ninotchka (1939)']",1469,5
"['mask, the (1994)', 'true lies (1994)', 'jurassic park (1993)', 'primal fear (1996)', 'few good men, a (1992)', 'cliffhanger (1993)', 'hook (1991)', 'three amigos, the (1986)', 'true romance (1993)', 'gremlins (1984)']",1470,1
"['jumanji (1995)', 'dick tracy (1990)', 'edward scissorhands (1990)', 'honey, i blew up the kid (1992)', 'free willy (1993)', 'home alone (1990)', 'hook (1991)', 'big (1988)', 'honey, i shrunk the kids (1989)', 'indian in the cupboard, the (1995)']",1472,1
"['butch cassidy and the sundance kid (1969)', 'cool hand luke (1967)', 'longest day, the (1962)', 'lolita (1962)', 'manchurian candidate, the (1962)', 'cape fear (1962)', ""guess who's coming to dinner (1967)"", 'dirty dozen, the (1967)', 'graduate, the (1967)', 'wild bunch, the (1969)']",1473,1
"['total recall (1990)', 'starman (1984)', 'star trek: the motion picture (1979)', 'saturn 3 (1980)', 'galaxy quest (1999)', 'superman iii (1983)', 'fly, the (1986)', 'robocop (1987)', 'abyss, the (1989)', 'predator (1987)']",1474,3
"['amadeus (1984)', 'philadelphia (1993)', 'apollo 13 (1995)', 'braveheart (1995)', 'dead poets society (1989)', 'good will hunting (1997)', 'field of dreams (1989)', 'few good men, a (1992)', 'sense and sensibility (1995)', 'shakespeare in love (1998)']",1475,0
"['jumanji (1995)', 'matilda (1996)', 'edward scissorhands (1990)', 'honey, i shrunk the kids (1989)', 'hook (1991)', 'home alone 2: lost in new york (1992)', 'home alone (1990)', 'honey, i blew up the kid (1992)', 'goonies, the (1985)', 'home alone 3 (1997)']",1476,4
"['jaws (1975)', 'titanic (1997)', 'taxi driver (1976)', 'silence of the lambs, the (1991)', 'matrix, the (1999)', 'se7en (1995)', 'american history x (1998)', 'platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)']",1477,3
"['goodfellas (1990)', 'casino (1995)', 'jfk (1991)', 'truman show, the (1998)', 'matilda (1996)', ""my best friend's wedding (1997)"", 'crumb (1994)', 'color of paradise, the (1999)', 'raging bull (1980)', 'do the right thing (1989)']",1478,1
"['american beauty (1999)', 'good will hunting (1997)', 'l.a. confidential (1997)', 'mulholland falls (1996)', 'cider house rules, the (1999)', 'english patient, the (1996)', 'donnie brasco (1997)', 'gladiator (2000)', 'erin brockovich (2000)', 'meet joe black (1998)']",1480,1
"['pulp fiction (1994)', 'reservoir dogs (1992)', 'true romance (1993)', 'american history x (1998)', 'magnolia (1999)', 'casino (1995)', 'fargo (1996)', 'english patient, the (1996)', 'sixth sense, the (1999)', 'shawshank redemption, the (1994)']",1481,1
"['american beauty (1999)', 'good will hunting (1997)', 'matrix, the (1999)', 'american pie (1999)', ""there's something about mary (1998)"", 'chasing amy (1997)', 'meet joe black (1998)', 'player, the (1992)', 'ice storm, the (1997)', 'big lebowski, the (1998)']",1482,3
"['matrix, the (1999)', 'star wars: episode iv - a new hope (1977)', 'indiana jones and the last crusade (1989)', 'princess bride, the (1987)', 'star wars: episode i - the phantom menace (1999)', 'indiana jones and the temple of doom (1984)', 'hook (1991)', 'goonies, the (1985)']",1483,5
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'mulholland falls (1996)', 'birdcage, the (1996)', 'primal fear (1996)', 'liar liar (1997)', 'as good as it gets (1997)', 'people vs. larry flynt, the (1996)', 'smoke (1995)']",1484,0
"['x-men (2000)', 'titanic (1997)', 'american beauty (1999)', 'sixth sense, the (1999)', 'meet joe black (1998)', 'what lies beneath (2000)', ""bug's life, a (1998)"", 'patch adams (1998)', ""you've got mail (1998)"", ""she's all that (1999)""]",1486,0
"['titanic (1997)', ""singin' in the rain (1952)"", 'meet the parents (2000)', 'big (1985)', 'star is born, a (1937)', 'my fair lady (1964)', 'american graffiti (1973)', 'oliver! (1968)', 'cabaret (1972)', 'dirty dancing (1987)']",1487,1
"['out of the past (1947)', 'double indemnity (1944)', 'sunset boulevard (1950)', 'rear window (1954)', 'touch of evil (1958)', 'roman holiday (1953)', 'blue velvet (1986)', 'big sleep, the (1946)', 'his girl friday (1940)', 'palm beach story, the (1942)']",1489,3
"['die hard (1988)', 'predator (1987)', 'cliffhanger (1993)', 'true lies (1994)', 'patriot games (1992)', 'blood sport (1988)', 'demolition man (1993)']",1490,5
"['amadeus (1984)', 'philadelphia (1993)', 'dead poets society (1989)', 'shakespeare in love (1998)', 'english patient, the (1996)', 'hamlet (1990)', 'hamlet (1948)', 'platoon (1986)', ""one flew over the cuckoo's nest (1975)"", 'scent of a woman (1992)']",1491,1
"['few good men, a (1992)', 'philadelphia (1993)', 'lethal weapon 3 (1992)', 'fisher king, the (1991)', 'league of their own, a (1992)', 'singles (1992)', 'river runs through it, a (1992)', ""mr. holland's opus (1995)"", 'patriot games (1992)', 'scent of a woman (1992)']",1492,3
"[""hard day's night, a (1964)"", 'help! (1965)', 'mary poppins (1964)', 'clockwork orange, a (1971)', 'easy rider (1969)', 'rocky horror picture show, the (1975)', 'blues brothers, the (1980)', '2001: a space odyssey (1968)', 'english patient, the (1996)', 'chariots of fire (1981)']",1494,1
"['matilda (1996)', 'now and then (1995)', 'harriet the spy (1996)', 'dinosaur (2000)', 'space jam (1996)', 'flubber (1997)', 'home alone (1990)', 'home alone 2: lost in new york (1992)', 'matinee (1993)', 'mrs. doubtfire (1993)']",1495,2
"['xtro (1983)', 'starman (1984)', 'man from planet x, the (1953)', 'cat from outer space, the (1978)', 'spaceballs (1987)', 'invasion of the body snatchers (1956)', 'plan 9 from outer space (1959)', 'dune (1984)', 'e.t. the extra-terrestrial (1982)', 'cocoon (1985)']",1496,1
"['matrix, the (1999)', 'total recall (1990)', 'princess bride, the (1987)', 'taxi driver (1976)', 'platoon (1986)', 'untouchables, the (1987)', 'mad max beyond thunderdome (1985)', 'deer hunter, the (1978)', 'mission, the (1986)', 'predator (1987)']",1497,1
"['jaws (1975)', 'titanic (1997)', 'taxi driver (1976)', 'clockwork orange, a (1971)', 'platoon (1986)', 'rain man (1988)', ""one flew over the cuckoo's nest (1975)"", 'raging bull (1980)', 'amadeus (1984)', 'network (1976)']",1498,0
"['replacements, the (2000)', 'hamlet (1996)', 'october sky (1999)', 'good will hunting (1997)', 'home alone (1990)', 'truman show, the (1998)', 'clueless (1995)', 'toy story (1995)', 'groundhog day (1993)', 'home alone 3 (1997)']",1499,1
"['platoon (1986)', 'goodfellas (1990)', 'rain man (1988)', 'trading places (1983)', 'amadeus (1984)', 'taxi driver (1976)', 'do the right thing (1989)', 'caddyshack (1980)', 'fletch (1985)', 'this is spinal tap (1984)']",1500,1
"['american beauty (1999)', 'mulholland falls (1997)', 'player, the (1992)', 'trading places (1983)', 'places in the heart (1984)', 'anatomy of a murder (1959)', 'roman holiday (1953)', 'amadeus (1984)', 'annie hall (1977)', 'rain man (1988)']",1501,3
"['jumanji (1995)', 'matilda (1996)', 'now and then (1995)', 'harriet the spy (1996)', 'baby-sitters club, the (1995)', 'mrs. doubtfire (1993)', 'home alone (1990)', 'home alone 2: lost in new york (1992)', 'free willy (1993)', 'mrs. parker and the vicious circles (1994)']",1502,5
"['cliffhanger (1993)', 'true lies (1994)', 'lethal weapon 4 (1998)', 'speed (1994)', 'home alone (1990)', 'jumanji (1995)', 'hook (1991)', 'raising arizona (1987)', 'romancing the stone (1984)', 'splash (1984)']",1503,1
"['true lies (1994)', 'long kiss goodnight, the (1996)', 'demolition man (1993)', 'lethal weapon (1987)', 'bad boys (1995)', 'face/off (1997)', 'heat (1995)', 'falling down (1993)', 'escape from new york (1981)', 'x-men (2000)']",1504,1
"['platoon (1986)', 'terms of endearment (1983)', 'amadeus (1984)', 'places in the heart (1984)', 'philadelphia story, the (1940)', 'american graffiti (1973)', 'paper chase, the (1973)', 'chinatown (1974)', 'network (1976)', 'annie hall (1977)']",1505,2
"['jumanji (1995)', 'home alone (1990)', 'mrs. doubtfire (1993)', 'dumb and dumber (1994)', 'jurassic park (1993)', 'home alone 2: lost in new york (1992)', 'bodyguard, the (1992)', 'few good men, a (1992)', 'hook (1991)', 'addams family values (1993)']",1506,0
"['great dictator, the (1940)', 'harvey (1950)', 'roman holiday (1953)', 'apartment, the (1960)', 'princess bride, the (1987)', 'my man godfrey (1936)', 'his girl friday (1940)', 'philadelphia story, the (1940)', 'sting, the (1973)', 'bringing up baby (1938)']",1507,1
"['big trouble in little china (1986)', 'cocoon (1985)', 'ghostbusters (1984)', 'poltergeist (1982)', 'something wicked this way comes (1983)', 'trading places (1983)', 'this is spinal tap (1984)', 'beetlejuice (1988)', 'dazed and confused (1993)', 'replacements, the (2000)']",1509,1
"['jaws (1975)', 'goodfellas (1990)', 'lethal weapon (1987)', 'rumble in the bronx, a (1995)', 'mission: impossible (1996)', 'true lies (1994)', 'platoon (1986)', 'edward scissorhands (1990)', 'american beauty (1999)', 'stand by me (1986)']",1510,1
"['jaws (1975)', 'titanic (1997)', 'e.t. the extra-terrestrial (1982)', 'princess bride, the (1987)', 'forrest gump (1994)', 'godfather, the (1972)', ""one flew over the cuckoo's nest (1975)"", 'taxi driver (1976)', 'silence of the lambs, the (1991)', 'platoon (1986)']",1511,0
"['platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)', 'taxi driver (1976)', 'american history x (1998)', ""miller's crossing (1990)"", 'pope of greenwich village, the (1984)', 'thing, the (1982)', 'do the right thing (1989)', 'casino (1995)']",1512,0
"['amadeus (1984)', 'schindlers list (1993)', 'lawrence of arabia (1962)', 'apocalypse now (1979)', 'platoon (1986)', 'saving private ryan (1998)', ""one flew over the cuckoo's nest (1975)"", 'bridge on the river kwai, the (1957)', 'elephant man, the (1980)', 'good morning, vietnam (1987)']",1513,1
"['matrix, the (1999)', 'total recall (1990)', 'star wars: episode i - the phantom menace (1999)', 'jurassic park (1993)', 'men in black (1997)', 'starship troopers (1997)', 'alien: resurrection (1997)', 'face/off (1997)', 'terminator 2: judgment day (1991)', 'contact (1997)']",1514,2
"['few good men, a (1992)', 'sleepless in seattle (1993)', 'liar liar (1997)', 'ed (1996)', 'birdcage, the (1996)', 'get shorty (1995)', 'goldeneye (1995)', 'thomas crown affair, the (1997)', 'indecent proposal (1993)', 'lethal weapon (1987)']",1516,1
"['pulp fiction (1994)', 'schindlers list (1993)', 'heat (1995)', 'four weddings and a funeral (1994)', 'fargo (1996)', 'philadelphia (1993)', 'reservoir dogs (1992)', 'seven (1995)', 'good will hunting (1997)', ""schindler's list (1993)""]",1517,1
"['amadeus (1984)', 'usual suspects, the (1995)', 'monty python and the holy grail (1974)', 'strangers on a train (1951)', 'reservoir dogs (1992)', 'l.a. confidential (1997)', 'secrets & lies (1996)', 'this is spinal tap (1984)', ""schindler's list (1993)"", 'platoon (1986)']",1519,1
"['in the line of fire (1994)', 'time to kill, a (1995)', 'jfk (1991)', 'perfect world, a (1993)', 'pelican brief, the (1993)', 'primal fear (1996)', 'few good men, a (1992)', 'philadelphia (1993)', 'sleepers (1996)', 'badlands (1973)']",1521,1
"['cocoon (1985)', 'demolition man (1993)', 'starman (1984)', 'timecop (1994)', 'black hole, the (1979)', 'day the earth stood still, the (1951)', 'war of the worlds, the (1953)', 'invasion of the body snatchers, the (1956)', 'forbidden planet (1956)', 'gattaca (1997)']",1522,2
"['jaws (1975)', 'superman (1978)', 'alien (1979)', 'e.t. the extra-terrestrial (1982)', 'raiders of the lost ark (1981)', 'aliens (1986)', 'top gun (1986)', 'platoon (1986)', 'predator (1987)', 'indiana jones and the last crusade (1989)']",1523,1
"['pulp fiction (1994)', 'goodfellas (1990)', 'reservoir dogs (1992)', 'seven (1995)', 'american history x (1998)', 'rounders (1998)', 'good will hunting (1997)', ""one flew over the cuckoo's nest (1975)"", 'amadeus (1984)', 'dead poets society (1989)']",1524,0
"[""singin' in the rain (1952)"", 'meet me in st. louis (1944)', 'american in paris, an (1951)', 'top hat (1935)', 'pajama game, the (1957)', 'roman holiday (1953)', 'white christmas (1954)', 'sound of music, the (1965)']",1525,5
"['jaws (1975)', 'titanic (1997)', 'e.t. the extra-terrestrial (1982)', 'forrest gump (1994)', 'apollo 13 (1995)', 'top gun (1986)', 'platoon (1986)', 'rain man (1988)', 'saving private ryan (1998)', 'bridge on the river kwai, the (1957)']",1526,1
"['pulp fiction (1994)', 'reservoir dogs (1992)', 'jackie brown (1997)', 'true romance (1993)', 'goodfellas (1990)', 'casino (1995)', 'american history x (1998)', 'taxi driver (1976)', 'raging bull (1980)']",1527,5
"['titanic (1997)', 'gladiator (2000)', 'braveheart (1995)', 'forrest gump (1994)', 'jurassic park (1993)', 'schindlers list (1993)', 'pulp fiction (1994)', 'goodfellas (1990)', 'pocahontas (1995)', ""schindler's list (1993)""]",1528,1
"['cliffhanger (1993)', 'last of the mohicans, the (1992)', 'patriot games (1992)', 'die hard (1988)', 'basic instinct (1992)', 'under siege (1992)', 'demolition man (1993)', 'total recall (1990)', 'predator (1987)', 'predator 2 (1990)']",1529,3
"['apollo 13 (1995)', 'true lies (1994)', 'lethal weapon 1 (1987)', 'mask, the (1994)', 'speed (1994)', 'robin hood: prince of thieves (1991)', 'demolition man (1993)', 'saint, the (1997)', 'get shorty (1995)', 'benny & joon (1993)']",1530,1
"['edward scissorhands (1990)', 'nightmare on elm street, a (1984)', 'taxi driver (1976)', 'donnie brasco (1997)', 'matrix, the (1999)', 'reservoir dogs (1992)', 'big lebowski, the (1998)', 'pulp fiction (1994)', 'goodfellas (1990)', 'american history x (1998)']",1531,1
"['few good men, a (1992)', 'singles (1992)', 'my cousin vinny (1992)', ""white men can't jump (1992)"", 'dumb & dumber (1994)', 'empire records (1995)', 'unstrung heroes (1995)', 'mighty aphrodite (1995)', 'slums of beverly hills, the (1998)', ""romy and michele's high school reunion (1997)""]",1532,1
"['matrix, the (1999)', 'interview with the vampire (1994)', ""mission: impossible's co-star jon voight is in: mission: impossible (1996) is incorrect, replace with: mission: impossible (1996) is incorrect, replace with: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible's co-star jon voight is in: mission: impossible"", 'mission: impossible (1996)', 'mission: impossible ii (2000)', 'few good men, a (1992)', 'usual suspects, the (1995)', 'top gun (1986)', 'time to kill, a (1995)']",1533,5
"['platoon (1986)', 'good morning, vietnam (1987)', 'dead poets society (1989)', 'edward scissorhands (1990)', 'hook (1991)', 'singles (1992)', 'philadelphia (1993)', 'interview with the vampire (1994)', 'few good men, a (1992)', 'fish called wanda, a (1987)']",1536,1
"['few good men, a (1992)', 'platoon (1986)', 'amadeus (1984)', 'goodfellas (1990)', 'godfather, the (1972)', ""miller's crossing (1990)"", 'raging bull (1980)', 'deer hunter, the (1978)', 'taxi driver (1976)', 'silence of the lambs, the (1991)']",1537,0
"['singles (1992)', 'league of their own, a (1992)', 'few good men, a (1992)', 'groundhog day (1993)', 'clueless (1995)', 'liar liar (1997)', 'american history x (1998)', 'good will hunting (1997)', 'austin powers: international man of mystery (1997)', ""can't hardly wait (1998)""]",1538,0
"['chinatown (1974)', 'roman holiday (1953)', 'casablanca (1942)', 'rear window (1954)', 'his girl friday (1940)', 'arsenic and old lace (1944)', 'philadelphia story, the (1940)', 'sabrina (1954)', 'double indemnity (1944)', 'maltese falcon, the (1941)']",1540,1
"['amadeus (1984)', 'rain man (1988)', 'l.a. confidential (1997)', ""romy and michele's high school reunion (1997)"", 'fargo (1996)', 'usual suspects, the (1995)', 'go (1999)', ""general's daughter, the (1999)"", 'three to tango (1999)', ""she's all that (1999)""]",1542,0
"['dead poets society (1989)', 'stand by me (1986)', ""st. elmo's fire (1985)"", 'fletch (1985)', 'meatballs (1979)', 'fast times at ridgemont high (1982)', 'class (1983)', 'outsiders, the (1983)', 'sixteen candles (1984)', 'breakfast club, the (1985)']",1543,2
"['pulp fiction (1994)', 'big lebowski, the (1998)', 'singles (1992)', 'fargo (1996)', 'reservoir dogs (1992)', 'american history x (1998)', 'good will hunting (1997)', 'four weddings and a funeral (1994)', 'rushmore (1998)', 'shakespeare in love (1998)']",1544,1
"['butch cassidy and the sundance kid (1969)', 'young guns (1988)', 'unforgiven (1992)', 'searchers, the (1956)', 'wild bunch, the (1969)', 'true grit (1969)', 'outlaw josey wales, the (1976)']",1545,5
"['american beauty (1999)', 'requiem for a dream (2000)', 'fight club (1999)', 'gladiator (2000)', 'american psycho (2000)', 'rounders (1998)', 'good will hunting (1997)', ""one flew over the cuckoo's nest (1975)"", 'goodfellas (1990)', 'l.a. confidential (1997)']",1546,3
"['jaws (1975)', 'platoon (1986)', 'rain man (1988)', 'field of dreams (1989)', 'amadeus (1984)', 'taxi driver (1976)', 'goodfellas (1990)', 'chariots of fire (1981)', 'good will hunting (1997)', 'matrix, the (1999)']",1547,1
"['x-men (2000)', 'shakespeare in love (1998)', 'who framed roger rabbit? (1988)', 'sixth sense, the (1999)', 'wild wild west (1999)', 'big daddy (1999)', 'talented mr. ripley, the (1999)', 'white squall (1996)', ""general's daughter, the (1999)"", 'baby geniuses (1999)']",1548,0
